stimulus_id,pc_c,pc_dflat,pc_dkoron,pc_d,pc_eflat,pc_ekoron,pc_e,pc_f,pc_fsori,pc_fsharp,pc_g,pc_aflat,pc_akoron,pc_a,pc_bflat,pc_bkoron,pc_b,target_category,target_label,pitch_classes
153,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,2,100-200-200,g+aflat+bflat+c
154,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,4,100-300-100,g+aflat+bkoron+c
155,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,5,100-350-50,g+aflat+b+c
156,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,12,150-50-300,g+akoron+a+c
157,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,8,150-150-200,g+akoron+bflat+c
158,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,10,150-250-100,g+akoron+bkoron+c
159,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,11,150-300-50,g+akoron+b+c
160,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,13,200-100-200,g+a+bflat+c
161,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,15,200-200-100,g+a+bkoron+c
162,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,16,200-250-50,g+a+b+c
163,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,22,300-100-100,g+bflat+bkoron+c
164,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,23,300-150-50,g+bflat+b+c
165,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,27,400-50-50,g+bkoron+b+c
